result
"AnalyzerOutput(output=others, probas={others: 0.798, joy: 0.192, surprise: 0.003, disgust: 0.002, fear: 0.002, sadness: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.951, joy: 0.036, surprise: 0.005, sadness: 0.003, fear: 0.002, disgust: 0.002, anger: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.730, fear: 0.070, sadness: 0.056, joy: 0.055, surprise: 0.032, disgust: 0.030, anger: 0.026})"
"AnalyzerOutput(output=others, probas={others: 0.955, joy: 0.033, sadness: 0.004, disgust: 0.003, fear: 0.003, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.979, joy: 0.008, disgust: 0.004, fear: 0.002, surprise: 0.002, sadness: 0.002, anger: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.966, joy: 0.023, surprise: 0.004, sadness: 0.002, fear: 0.002, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.966, disgust: 0.011, fear: 0.008, joy: 0.006, sadness: 0.006, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.977, joy: 0.010, disgust: 0.005, fear: 0.003, sadness: 0.003, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=joy, probas={joy: 0.539, others: 0.443, surprise: 0.007, sadness: 0.006, anger: 0.002, disgust: 0.002, fear: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.973, joy: 0.014, disgust: 0.003, sadness: 0.003, fear: 0.003, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.972, joy: 0.018, disgust: 0.003, fear: 0.002, surprise: 0.002, sadness: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.848, sadness: 0.094, joy: 0.040, fear: 0.006, disgust: 0.005, surprise: 0.005, anger: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.967, joy: 0.020, sadness: 0.004, surprise: 0.003, fear: 0.003, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.970, disgust: 0.009, joy: 0.008, anger: 0.004, sadness: 0.004, fear: 0.003, surprise: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.976, joy: 0.010, disgust: 0.004, fear: 0.004, sadness: 0.003, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.965, joy: 0.023, surprise: 0.004, sadness: 0.002, disgust: 0.002, fear: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.867, joy: 0.090, sadness: 0.027, surprise: 0.008, fear: 0.003, disgust: 0.003, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.977, joy: 0.010, disgust: 0.004, fear: 0.003, surprise: 0.002, sadness: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.730, sadness: 0.186, joy: 0.062, disgust: 0.007, surprise: 0.007, fear: 0.006, anger: 0.003})"
"AnalyzerOutput(output=fear, probas={fear: 0.854, others: 0.090, surprise: 0.025, joy: 0.018, sadness: 0.010, anger: 0.002, disgust: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.960, joy: 0.015, sadness: 0.011, fear: 0.005, disgust: 0.005, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.964, joy: 0.013, sadness: 0.008, surprise: 0.005, disgust: 0.005, fear: 0.004, anger: 0.002})"
"AnalyzerOutput(output=sadness, probas={sadness: 0.943, others: 0.038, fear: 0.006, joy: 0.004, disgust: 0.004, surprise: 0.003, anger: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.970, joy: 0.019, surprise: 0.003, fear: 0.002, disgust: 0.002, sadness: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.970, joy: 0.011, disgust: 0.008, fear: 0.005, sadness: 0.004, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.954, joy: 0.036, fear: 0.003, sadness: 0.002, disgust: 0.002, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.965, joy: 0.023, surprise: 0.003, fear: 0.003, sadness: 0.003, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.955, joy: 0.021, sadness: 0.008, fear: 0.007, surprise: 0.006, disgust: 0.003, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.705, joy: 0.273, sadness: 0.012, surprise: 0.004, fear: 0.003, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.976, joy: 0.013, disgust: 0.004, surprise: 0.002, anger: 0.002, fear: 0.002, sadness: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.810, joy: 0.179, surprise: 0.004, fear: 0.002, sadness: 0.002, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.963, joy: 0.017, fear: 0.007, sadness: 0.007, surprise: 0.003, disgust: 0.003, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.949, joy: 0.043, surprise: 0.002, fear: 0.002, disgust: 0.002, sadness: 0.001, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.902, fear: 0.052, sadness: 0.020, joy: 0.017, disgust: 0.005, surprise: 0.002, anger: 0.002})"
"AnalyzerOutput(output=sadness, probas={sadness: 0.958, others: 0.026, fear: 0.006, disgust: 0.003, joy: 0.003, surprise: 0.003, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.958, joy: 0.028, fear: 0.004, surprise: 0.004, sadness: 0.003, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.970, joy: 0.018, sadness: 0.003, disgust: 0.003, fear: 0.003, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.971, joy: 0.016, sadness: 0.003, disgust: 0.003, fear: 0.002, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.730, fear: 0.070, sadness: 0.056, joy: 0.055, surprise: 0.032, disgust: 0.030, anger: 0.026})"
"AnalyzerOutput(output=others, probas={others: 0.860, sadness: 0.087, joy: 0.038, disgust: 0.005, fear: 0.004, surprise: 0.004, anger: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.896, joy: 0.074, sadness: 0.014, surprise: 0.009, fear: 0.003, disgust: 0.003, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.613, joy: 0.370, surprise: 0.007, sadness: 0.005, fear: 0.002, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.972, joy: 0.019, disgust: 0.003, surprise: 0.002, anger: 0.001, fear: 0.001, sadness: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.930, joy: 0.061, surprise: 0.003, disgust: 0.002, anger: 0.002, fear: 0.001, sadness: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.978, joy: 0.009, disgust: 0.004, surprise: 0.003, sadness: 0.002, fear: 0.002, anger: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.979, joy: 0.011, disgust: 0.003, fear: 0.003, sadness: 0.002, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.914, joy: 0.073, sadness: 0.004, surprise: 0.003, fear: 0.003, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.944, joy: 0.036, sadness: 0.009, disgust: 0.004, fear: 0.003, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.940, joy: 0.043, sadness: 0.007, surprise: 0.003, fear: 0.003, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.964, joy: 0.023, sadness: 0.003, fear: 0.003, disgust: 0.003, surprise: 0.003, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.730, fear: 0.070, sadness: 0.056, joy: 0.055, surprise: 0.032, disgust: 0.030, anger: 0.026})"
"AnalyzerOutput(output=others, probas={others: 0.945, joy: 0.034, fear: 0.008, sadness: 0.007, disgust: 0.003, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.730, fear: 0.070, sadness: 0.056, joy: 0.055, surprise: 0.032, disgust: 0.030, anger: 0.026})"
"AnalyzerOutput(output=others, probas={others: 0.975, joy: 0.010, fear: 0.005, disgust: 0.005, sadness: 0.003, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.909, joy: 0.063, surprise: 0.014, sadness: 0.006, fear: 0.005, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=joy, probas={joy: 0.914, others: 0.070, surprise: 0.010, sadness: 0.003, anger: 0.001, fear: 0.001, disgust: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.961, joy: 0.026, sadness: 0.003, fear: 0.003, surprise: 0.003, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=fear, probas={fear: 0.985, sadness: 0.005, others: 0.004, surprise: 0.002, disgust: 0.001, joy: 0.001, anger: 0.001})"
"AnalyzerOutput(output=joy, probas={joy: 0.589, others: 0.399, sadness: 0.004, surprise: 0.003, disgust: 0.002, fear: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.930, fear: 0.035, surprise: 0.012, joy: 0.012, disgust: 0.006, sadness: 0.004, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.974, joy: 0.016, surprise: 0.003, disgust: 0.002, fear: 0.002, sadness: 0.001, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.956, fear: 0.015, disgust: 0.012, surprise: 0.007, joy: 0.005, sadness: 0.004, anger: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.518, joy: 0.471, surprise: 0.003, fear: 0.003, anger: 0.002, disgust: 0.002, sadness: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.943, joy: 0.021, sadness: 0.019, disgust: 0.009, fear: 0.003, surprise: 0.003, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.972, joy: 0.018, fear: 0.003, disgust: 0.002, sadness: 0.002, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.926, joy: 0.062, sadness: 0.003, fear: 0.003, surprise: 0.002, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=joy, probas={joy: 0.764, others: 0.223, sadness: 0.005, fear: 0.003, surprise: 0.002, disgust: 0.001, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.972, joy: 0.013, fear: 0.004, surprise: 0.003, disgust: 0.003, sadness: 0.003, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.578, joy: 0.411, surprise: 0.003, fear: 0.003, disgust: 0.002, sadness: 0.002, anger: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.965, joy: 0.015, sadness: 0.008, fear: 0.005, surprise: 0.004, disgust: 0.003, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.902, fear: 0.052, sadness: 0.020, joy: 0.017, disgust: 0.005, surprise: 0.002, anger: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.943, joy: 0.039, sadness: 0.006, fear: 0.004, surprise: 0.004, disgust: 0.003, anger: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.956, joy: 0.034, surprise: 0.003, fear: 0.002, disgust: 0.002, sadness: 0.001, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.976, joy: 0.014, surprise: 0.003, disgust: 0.002, fear: 0.002, sadness: 0.001, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.938, joy: 0.053, sadness: 0.003, surprise: 0.002, fear: 0.002, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.599, joy: 0.386, sadness: 0.005, surprise: 0.003, fear: 0.002, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=joy, probas={joy: 0.864, others: 0.126, surprise: 0.004, sadness: 0.002, fear: 0.001, disgust: 0.001, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.914, joy: 0.062, sadness: 0.013, surprise: 0.004, disgust: 0.003, fear: 0.003, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.928, sadness: 0.030, joy: 0.023, fear: 0.010, surprise: 0.004, disgust: 0.003, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.976, joy: 0.010, surprise: 0.003, disgust: 0.003, sadness: 0.003, fear: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.784, joy: 0.197, sadness: 0.008, surprise: 0.004, fear: 0.004, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.903, sadness: 0.059, fear: 0.015, joy: 0.012, disgust: 0.007, surprise: 0.003, anger: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.976, joy: 0.011, fear: 0.004, disgust: 0.003, sadness: 0.002, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=joy, probas={joy: 0.576, others: 0.406, sadness: 0.008, surprise: 0.004, fear: 0.002, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.970, joy: 0.012, disgust: 0.006, fear: 0.006, sadness: 0.003, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.978, joy: 0.008, disgust: 0.005, sadness: 0.003, fear: 0.003, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=joy, probas={joy: 0.965, others: 0.027, surprise: 0.002, anger: 0.002, fear: 0.001, sadness: 0.001, disgust: 0.001})"
"AnalyzerOutput(output=joy, probas={joy: 0.962, others: 0.028, anger: 0.003, sadness: 0.002, fear: 0.002, disgust: 0.002, surprise: 0.002})"
"AnalyzerOutput(output=joy, probas={joy: 0.501, others: 0.488, surprise: 0.004, fear: 0.002, disgust: 0.002, anger: 0.002, sadness: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.942, joy: 0.042, sadness: 0.007, surprise: 0.003, disgust: 0.003, fear: 0.003, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.909, sadness: 0.048, joy: 0.027, disgust: 0.006, fear: 0.004, surprise: 0.004, anger: 0.003})"
"AnalyzerOutput(output=others, probas={others: 0.973, joy: 0.013, disgust: 0.004, sadness: 0.004, fear: 0.003, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.806, sadness: 0.142, joy: 0.031, disgust: 0.008, fear: 0.005, surprise: 0.005, anger: 0.003})"
"AnalyzerOutput(output=others, probas={others: 0.944, joy: 0.045, sadness: 0.003, surprise: 0.003, disgust: 0.002, fear: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.955, joy: 0.018, sadness: 0.013, fear: 0.005, surprise: 0.004, disgust: 0.004, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.957, disgust: 0.016, sadness: 0.011, joy: 0.007, fear: 0.006, surprise: 0.002, anger: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.975, joy: 0.014, disgust: 0.003, fear: 0.002, surprise: 0.002, sadness: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.858, joy: 0.132, surprise: 0.003, sadness: 0.003, fear: 0.002, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.949, joy: 0.037, surprise: 0.004, sadness: 0.004, fear: 0.002, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.975, joy: 0.015, disgust: 0.004, fear: 0.002, surprise: 0.002, sadness: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.968, joy: 0.021, surprise: 0.003, sadness: 0.003, fear: 0.002, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.602, sadness: 0.253, joy: 0.121, fear: 0.012, surprise: 0.006, disgust: 0.004, anger: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.942, joy: 0.049, fear: 0.003, surprise: 0.002, disgust: 0.002, sadness: 0.001, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.968, joy: 0.019, surprise: 0.003, disgust: 0.003, fear: 0.003, sadness: 0.003, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.969, joy: 0.008, fear: 0.008, disgust: 0.006, sadness: 0.005, surprise: 0.003, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.979, joy: 0.011, disgust: 0.003, surprise: 0.002, fear: 0.002, sadness: 0.001, anger: 0.001})"
"AnalyzerOutput(output=joy, probas={joy: 0.747, others: 0.221, sadness: 0.024, surprise: 0.003, disgust: 0.002, fear: 0.002, anger: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.966, joy: 0.014, sadness: 0.010, disgust: 0.004, fear: 0.003, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.900, joy: 0.089, sadness: 0.003, surprise: 0.003, disgust: 0.002, fear: 0.001, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.970, joy: 0.015, sadness: 0.005, fear: 0.004, disgust: 0.003, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.965, joy: 0.015, fear: 0.007, sadness: 0.005, disgust: 0.004, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.919, joy: 0.042, sadness: 0.024, surprise: 0.008, fear: 0.004, disgust: 0.003, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.604, sadness: 0.341, joy: 0.029, disgust: 0.010, fear: 0.008, surprise: 0.005, anger: 0.004})"
"AnalyzerOutput(output=others, probas={others: 0.978, joy: 0.007, disgust: 0.007, anger: 0.002, fear: 0.002, surprise: 0.002, sadness: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.976, joy: 0.008, surprise: 0.006, disgust: 0.004, fear: 0.004, sadness: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.763, joy: 0.223, surprise: 0.007, fear: 0.002, sadness: 0.002, disgust: 0.001, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.957, joy: 0.031, surprise: 0.005, sadness: 0.003, fear: 0.002, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.977, joy: 0.009, disgust: 0.005, surprise: 0.003, anger: 0.002, fear: 0.002, sadness: 0.002})"
"AnalyzerOutput(output=sadness, probas={sadness: 0.524, others: 0.429, joy: 0.023, fear: 0.009, disgust: 0.008, surprise: 0.005, anger: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.626, joy: 0.362, surprise: 0.005, sadness: 0.003, fear: 0.002, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.921, joy: 0.063, sadness: 0.006, surprise: 0.004, fear: 0.003, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=joy, probas={joy: 0.742, others: 0.244, sadness: 0.005, surprise: 0.004, fear: 0.002, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.975, joy: 0.014, disgust: 0.003, fear: 0.003, surprise: 0.002, sadness: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.937, joy: 0.031, sadness: 0.020, fear: 0.006, disgust: 0.003, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.959, joy: 0.018, sadness: 0.008, fear: 0.007, surprise: 0.005, disgust: 0.003, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.891, joy: 0.098, surprise: 0.003, sadness: 0.002, fear: 0.002, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.946, joy: 0.045, fear: 0.003, surprise: 0.002, sadness: 0.002, disgust: 0.002, anger: 0.001})"
"AnalyzerOutput(output=joy, probas={joy: 0.909, others: 0.077, surprise: 0.004, sadness: 0.004, anger: 0.003, disgust: 0.002, fear: 0.002})"
"AnalyzerOutput(output=others, probas={others: 0.522, joy: 0.451, sadness: 0.015, surprise: 0.005, fear: 0.002, disgust: 0.002, anger: 0.002})"
"AnalyzerOutput(output=joy, probas={joy: 0.740, others: 0.247, surprise: 0.006, sadness: 0.002, fear: 0.002, disgust: 0.001, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.961, joy: 0.027, sadness: 0.003, fear: 0.003, disgust: 0.002, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=sadness, probas={sadness: 0.971, others: 0.014, fear: 0.006, disgust: 0.003, joy: 0.003, surprise: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.976, joy: 0.011, disgust: 0.004, surprise: 0.003, sadness: 0.003, fear: 0.002, anger: 0.001})"
"AnalyzerOutput(output=others, probas={others: 0.923, joy: 0.065, surprise: 0.006, fear: 0.003, sadness: 0.002, disgust: 0.002, anger: 0.001})"
